product_id,name,category,manufacturing_plant_id,manufacturing_country,bill_of_materials,production_volume_per_month,unit_price_usd,regulatory_class,fda_approved,ce_marked,shelf_life_months,weight_kg,dimensions_cm
PRD_C33BE9D1,Blood Glucose Monitor,Monitoring,PLT_6FBCF681,Taiwan,"[{'material_id': 'MAT_DAE69A6F', 'material_name': 'PVC Medical Grade', 'quantity_per_unit': 1.979, 'unit_of_measure': 'pieces', 'cost_per_unit': 73.39}, {'material_id': 'MAT_23F6976C', 'material_name': 'Titanium Alloy', 'quantity_per_unit': 5.482, 'unit_of_measure': 'meters', 'cost_per_unit': 337.0}, {'material_id': 'MAT_AA60F6FB', 'material_name': 'Lithium Batteries', 'quantity_per_unit': 7.351, 'unit_of_measure': 'meters', 'cost_per_unit': 162.16}, {'material_id': 'MAT_A14A6D0A', 'material_name': 'Aluminum', 'quantity_per_unit': 8.69, 'unit_of_measure': 'pieces', 'cost_per_unit': 208.11}, {'material_id': 'MAT_0E51C31A', 'material_name': 'Glass Vials', 'quantity_per_unit': 0.782, 'unit_of_measure': 'pieces', 'cost_per_unit': 57.39}, {'material_id': 'MAT_B0142991', 'material_name': 'Optical Fibers', 'quantity_per_unit': 4.549, 'unit_of_measure': 'meters', 'cost_per_unit': 394.26}, {'material_id': 'MAT_8F18F31B', 'material_name': 'Optical Fibers', 'quantity_per_unit': 5.462, 'unit_of_measure': 'liters', 'cost_per_unit': 186.24}]",105,814608,Class III,False,True,14,309.91,"{'length': 103, 'width': 71, 'height': 46}"
PRD_2DEADF3C,CT Scanner,Imaging,PLT_BFE084EE,United Kingdom,"[{'material_id': 'MAT_716E9167', 'material_name': 'Circuit Boards', 'quantity_per_unit': 1.194, 'unit_of_measure': 'kg', 'cost_per_unit': 47.02}, {'material_id': 'MAT_9FC44B01', 'material_name': 'Lithium Batteries', 'quantity_per_unit': 0.533, 'unit_of_measure': 'pieces', 'cost_per_unit': 459.42}, {'material_id': 'MAT_A4B08C11', 'material_name': 'Optical Fibers', 'quantity_per_unit': 1.869, 'unit_of_measure': 'kg', 'cost_per_unit': 220.92}, {'material_id': 'MAT_D5BB58A9', 'material_name': 'PEEK Polymer', 'quantity_per_unit': 2.101, 'unit_of_measure': 'liters', 'cost_per_unit': 282.72}, {'material_id': 'MAT_E2F668BE', 'material_name': 'PVC Medical Grade', 'quantity_per_unit': 1.997, 'unit_of_measure': 'kg', 'cost_per_unit': 89.23}, {'material_id': 'MAT_105587D0', 'material_name': 'Pharmaceutical Excipients', 'quantity_per_unit': 5.753, 'unit_of_measure': 'liters', 'cost_per_unit': 328.97}, {'material_id': 'MAT_321F2C87', 'material_name': 'Copper Wire', 'quantity_per_unit': 6.613, 'unit_of_measure': 'meters', 'cost_per_unit': 156.94}, {'material_id': 'MAT_B0142991', 'material_name': 'Optical Fibers', 'quantity_per_unit': 0.586, 'unit_of_measure': 'pieces', 'cost_per_unit': 394.26}]",680,14721,Class I,False,True,71,400.53,"{'length': 25, 'width': 102, 'height': 76}"
PRD_60E94DF4,CT Scanner,Imaging,PLT_674C96AC,Brazil,"[{'material_id': 'MAT_E7C72285', 'material_name': 'Active Pharmaceutical Ingredients', 'quantity_per_unit': 7.279, 'unit_of_measure': 'liters', 'cost_per_unit': 465.0}, {'material_id': 'MAT_54A83A41', 'material_name': 'Titanium Alloy', 'quantity_per_unit': 1.976, 'unit_of_measure': 'pieces', 'cost_per_unit': 481.06}, {'material_id': 'MAT_64D1E275', 'material_name': 'PVC Medical Grade', 'quantity_per_unit': 5.743, 'unit_of_measure': 'pieces', 'cost_per_unit': 68.18}, {'material_id': 'MAT_716E9167', 'material_name': 'Circuit Boards', 'quantity_per_unit': 5.628, 'unit_of_measure': 'liters', 'cost_per_unit': 47.02}, {'material_id': 'MAT_23F6976C', 'material_name': 'Titanium Alloy', 'quantity_per_unit': 7.486, 'unit_of_measure': 'meters', 'cost_per_unit': 337.0}, {'material_id': 'MAT_36D913E1', 'material_name': 'Stainless Steel 316L', 'quantity_per_unit': 6.777, 'unit_of_measure': 'liters', 'cost_per_unit': 401.51}, {'material_id': 'MAT_9AEEC909', 'material_name': 'Glass Vials', 'quantity_per_unit': 8.84, 'unit_of_measure': 'pieces', 'cost_per_unit': 471.52}, {'material_id': 'MAT_B0142991', 'material_name': 'Optical Fibers', 'quantity_per_unit': 7.945, 'unit_of_measure': 'liters', 'cost_per_unit': 394.26}, {'material_id': 'MAT_28160D04', 'material_name': 'Polypropylene', 'quantity_per_unit': 5.096, 'unit_of_measure': 'pieces', 'cost_per_unit': 77.53}, {'material_id': 'MAT_D54AD182', 'material_name': 'Stainless Steel 316L', 'quantity_per_unit': 5.386, 'unit_of_measure': 'liters', 'cost_per_unit': 165.27}, {'material_id': 'MAT_FD206E98', 'material_name': 'Lithium Batteries', 'quantity_per_unit': 9.342, 'unit_of_measure': 'meters', 'cost_per_unit': 288.92}]",4606,341424,Class II,False,False,117,362.96,"{'length': 165, 'width': 71, 'height': 77}"
PRD_47EBD25B,CT Scanner,Imaging,PLT_44EC9B59,United Kingdom,"[{'material_id': 'MAT_28160D04', 'material_name': 'Polypropylene', 'quantity_per_unit': 1.437, 'unit_of_measure': 'meters', 'cost_per_unit': 77.53}, {'material_id': 'MAT_34DE9A63', 'material_name': 'Active Pharmaceutical Ingredients', 'quantity_per_unit': 0.165, 'unit_of_measure': 'pieces', 'cost_per_unit': 398.98}, {'material_id': 'MAT_A4B08C11', 'material_name': 'Optical Fibers', 'quantity_per_unit': 2.227, 'unit_of_measure': 'meters', 'cost_per_unit': 220.92}, {'material_id': 'MAT_DAE69A6F', 'material_name': 'PVC Medical Grade', 'quantity_per_unit': 0.315, 'unit_of_measure': 'meters', 'cost_per_unit': 73.39}, {'material_id': 'MAT_E0B3B8DE', 'material_name': 'Active Pharmaceutical Ingredients', 'quantity_per_unit': 9.199, 'unit_of_measure': 'pieces', 'cost_per_unit': 150.48}, {'material_id': 'MAT_53C6B315', 'material_name': 'Aluminum', 'quantity_per_unit': 1.033, 'unit_of_measure': 'liters', 'cost_per_unit': 16.83}, {'material_id': 'MAT_B0142991', 'material_name': 'Optical Fibers', 'quantity_per_unit': 3.621, 'unit_of_measure': 'pieces', 'cost_per_unit': 394.26}, {'material_id': 'MAT_6445FF99', 'material_name': 'Electronic Components', 'quantity_per_unit': 2.723, 'unit_of_measure': 'pieces', 'cost_per_unit': 183.21}, {'material_id': 'MAT_2C61E357', 'material_name': 'Medical Grade Silicone', 'quantity_per_unit': 2.407, 'unit_of_measure': 'meters', 'cost_per_unit': 313.18}, {'material_id': 'MAT_D056E567', 'material_name': 'Medical Grade Silicone', 'quantity_per_unit': 1.01, 'unit_of_measure': 'liters', 'cost_per_unit': 127.87}, {'material_id': 'MAT_E2F668BE', 'material_name': 'PVC Medical Grade', 'quantity_per_unit': 5.734, 'unit_of_measure': 'pieces', 'cost_per_unit': 89.23}, {'material_id': 'MAT_62BE7AFD', 'material_name': 'Medical Grade Silicone', 'quantity_per_unit': 7.369, 'unit_of_measure': 'meters', 'cost_per_unit': 237.02}, {'material_id': 'MAT_8E1AD9C4', 'material_name': 'PVC Medical Grade', 'quantity_per_unit': 7.95, 'unit_of_measure': 'pieces', 'cost_per_unit': 180.88}]",4099,866814,Class III,True,False,16,365.42,"{'length': 157, 'width': 107, 'height': 15}"
PRD_705A1572,Surgical Robot,Surgical,PLT_2575287C,United Kingdom,"[{'material_id': 'MAT_D06A8F61', 'material_name': 'Aluminum', 'quantity_per_unit': 5.445, 'unit_of_measure': 'pieces', 'cost_per_unit': 242.56}, {'material_id': 'MAT_15A3DDA5', 'material_name': 'Copper Wire', 'quantity_per_unit': 3.336, 'unit_of_measure': 'pieces', 'cost_per_unit': 194.54}, {'material_id': 'MAT_DC1112C9', 'material_name': 'Polycarbonate Resin', 'quantity_per_unit': 1.617, 'unit_of_measure': 'liters', 'cost_per_unit': 34.45}, {'material_id': 'MAT_AB16F8C0', 'material_name': 'Polypropylene', 'quantity_per_unit': 9.713, 'unit_of_measure': 'kg', 'cost_per_unit': 44.1}, {'material_id': 'MAT_C31580E4', 'material_name': 'Medical Grade Silicone', 'quantity_per_unit': 2.299, 'unit_of_measure': 'meters', 'cost_per_unit': 159.71}, {'material_id': 'MAT_34DE9A63', 'material_name': 'Active Pharmaceutical Ingredients', 'quantity_per_unit': 7.885, 'unit_of_measure': 'pieces', 'cost_per_unit': 398.98}, {'material_id': 'MAT_F5549973', 'material_name': 'Titanium Alloy', 'quantity_per_unit': 1.409, 'unit_of_measure': 'kg', 'cost_per_unit': 434.8}, {'material_id': 'MAT_F6AD1147', 'material_name': 'Glass Vials', 'quantity_per_unit': 4.811, 'unit_of_measure': 'kg', 'cost_per_unit': 70.02}, {'material_id': 'MAT_23F6976C', 'material_name': 'Titanium Alloy', 'quantity_per_unit': 5.527, 'unit_of_measure': 'meters', 'cost_per_unit': 337.0}, {'material_id': 'MAT_76753E2A', 'material_name': 'Glass Vials', 'quantity_per_unit': 0.942, 'unit_of_measure': 'liters', 'cost_per_unit': 224.81}]",1168,800049,Class I,False,True,74,197.72,"{'length': 156, 'width': 60, 'height': 76}"
PRD_C8624727,Dialysis Machine,Therapeutic,PLT_290FE377,India,"[{'material_id': 'MAT_D06A8F61', 'material_name': 'Aluminum', 'quantity_per_unit': 3.275, 'unit_of_measure': 'kg', 'cost_per_unit': 242.56}, {'material_id': 'MAT_105587D0', 'material_name': 'Pharmaceutical Excipients', 'quantity_per_unit': 7.72, 'unit_of_measure': 'pieces', 'cost_per_unit': 328.97}, {'material_id': 'MAT_D21EFEFD', 'material_name': 'Stainless Steel 316L', 'quantity_per_unit': 9.878, 'unit_of_measure': 'liters', 'cost_per_unit': 276.88}, {'material_id': 'MAT_646E78D0', 'material_name': 'Polycarbonate Resin', 'quantity_per_unit': 6.27, 'unit_of_measure': 'liters', 'cost_per_unit': 472.62}, {'material_id': 'MAT_321F2C87', 'material_name': 'Copper Wire', 'quantity_per_unit': 0.544, 'unit_of_measure': 'pieces', 'cost_per_unit': 156.94}, {'material_id': 'MAT_1E5F3E41', 'material_name': 'Copper Wire', 'quantity_per_unit': 2.077, 'unit_of_measure': 'meters', 'cost_per_unit': 317.93}, {'material_id': 'MAT_E0B3B8DE', 'material_name': 'Active Pharmaceutical Ingredients', 'quantity_per_unit': 1.644, 'unit_of_measure': 'kg', 'cost_per_unit': 150.48}, {'material_id': 'MAT_E8F825DA', 'material_name': 'Pharmaceutical Excipients', 'quantity_per_unit': 1.212, 'unit_of_measure': 'kg', 'cost_per_unit': 208.28}, {'material_id': 'MAT_7E5E72B6', 'material_name': 'Nitrile Rubber', 'quantity_per_unit': 2.506, 'unit_of_measure': 'pieces', 'cost_per_unit': 81.64}]",2456,15400,Class II,True,False,69,235.65,"{'length': 94, 'width': 63, 'height': 99}"
PRD_16A47745,Dialysis Machine,Therapeutic,PLT_6A54DFAB,Thailand,"[{'material_id': 'MAT_28160D04', 'material_name': 'Polypropylene', 'quantity_per_unit': 2.912, 'unit_of_measure': 'meters', 'cost_per_unit': 77.53}, {'material_id': 'MAT_1AD425E5', 'material_name': 'Polyethylene', 'quantity_per_unit': 0.626, 'unit_of_measure': 'kg', 'cost_per_unit': 317.24}, {'material_id': 'MAT_B0142991', 'material_name': 'Optical Fibers', 'quantity_per_unit': 0.759, 'unit_of_measure': 'meters', 'cost_per_unit': 394.26}, {'material_id': 'MAT_DB34572B', 'material_name': 'Circuit Boards', 'quantity_per_unit': 6.664, 'unit_of_measure': 'meters', 'cost_per_unit': 375.03}, {'material_id': 'MAT_8E1AD9C4', 'material_name': 'PVC Medical Grade', 'quantity_per_unit': 8.656, 'unit_of_measure': 'kg', 'cost_per_unit': 180.88}, {'material_id': 'MAT_28A807D3', 'material_name': 'Rare Earth Magnets', 'quantity_per_unit': 2.996, 'unit_of_measure': 'liters', 'cost_per_unit': 430.59}, {'material_id': 'MAT_6D8E6733', 'material_name': 'PEEK Polymer', 'quantity_per_unit': 2.389, 'unit_of_measure': 'liters', 'cost_per_unit': 126.58}, {'material_id': 'MAT_62BE7AFD', 'material_name': 'Medical Grade Silicone', 'quantity_per_unit': 5.135, 'unit_of_measure': 'kg', 'cost_per_unit': 237.02}, {'material_id': 'MAT_34DE9A63', 'material_name': 'Active Pharmaceutical Ingredients', 'quantity_per_unit': 9.048, 'unit_of_measure': 'liters', 'cost_per_unit': 398.98}, {'material_id': 'MAT_23F6976C', 'material_name': 'Titanium Alloy', 'quantity_per_unit': 8.681, 'unit_of_measure': 'kg', 'cost_per_unit': 337.0}, {'material_id': 'MAT_DAE69A6F', 'material_name': 'PVC Medical Grade', 'quantity_per_unit': 1.946, 'unit_of_measure': 'liters', 'cost_per_unit': 73.39}, {'material_id': 'MAT_FEC73796', 'material_name': 'Latex', 'quantity_per_unit': 5.651, 'unit_of_measure': 'kg', 'cost_per_unit': 322.63}, {'material_id': 'MAT_B5D80630', 'material_name': 'Medical Grade Silicone', 'quantity_per_unit': 0.494, 'unit_of_measure': 'meters', 'cost_per_unit': 457.41}]",2832,514731,Class II,True,True,56,342.19,"{'length': 100, 'width': 87, 'height': 35}"
PRD_7EBD91C3,Dialysis Machine,Therapeutic,PLT_491EB945,South Korea,"[{'material_id': 'MAT_0EDCA270', 'material_name': 'PVC Medical Grade', 'quantity_per_unit': 3.884, 'unit_of_measure': 'pieces', 'cost_per_unit': 167.7}, {'material_id': 'MAT_54A83A41', 'material_name': 'Titanium Alloy', 'quantity_per_unit': 4.232, 'unit_of_measure': 'pieces', 'cost_per_unit': 481.06}, {'material_id': 'MAT_DAE69A6F', 'material_name': 'PVC Medical Grade', 'quantity_per_unit': 4.322, 'unit_of_measure': 'meters', 'cost_per_unit': 73.39}, {'material_id': 'MAT_667DDDE5', 'material_name': 'Electronic Components', 'quantity_per_unit': 9.106, 'unit_of_measure': 'meters', 'cost_per_unit': 2.72}, {'material_id': 'MAT_B5D80630', 'material_name': 'Medical Grade Silicone', 'quantity_per_unit': 4.547, 'unit_of_measure': 'pieces', 'cost_per_unit': 457.41}, {'material_id': 'MAT_6B3BA556', 'material_name': 'Ceramic Components', 'quantity_per_unit': 2.147, 'unit_of_measure': 'pieces', 'cost_per_unit': 347.95}, {'material_id': 'MAT_C86BAEED', 'material_name': 'Polypropylene', 'quantity_per_unit': 5.852, 'unit_of_measure': 'pieces', 'cost_per_unit': 3.1}, {'material_id': 'MAT_D5BB58A9', 'material_name': 'PEEK Polymer', 'quantity_per_unit': 8.64, 'unit_of_measure': 'meters', 'cost_per_unit': 282.72}, {'material_id': 'MAT_37362FCD', 'material_name': 'Pharmaceutical Excipients', 'quantity_per_unit': 6.916, 'unit_of_measure': 'pieces', 'cost_per_unit': 386.28}, {'material_id': 'MAT_6445FF99', 'material_name': 'Electronic Components', 'quantity_per_unit': 4.358, 'unit_of_measure': 'pieces', 'cost_per_unit': 183.21}, {'material_id': 'MAT_4491B839', 'material_name': 'Polycarbonate Resin', 'quantity_per_unit': 6.597, 'unit_of_measure': 'pieces', 'cost_per_unit': 268.1}, {'material_id': 'MAT_D21EFEFD', 'material_name': 'Stainless Steel 316L', 'quantity_per_unit': 3.243, 'unit_of_measure': 'kg', 'cost_per_unit': 276.88}, {'material_id': 'MAT_E0B3B8DE', 'material_name': 'Active Pharmaceutical Ingredients', 'quantity_per_unit': 1.923, 'unit_of_measure': 'pieces', 'cost_per_unit': 150.48}]",341,803616,Class II,False,False,50,221.56,"{'length': 173, 'width': 80, 'height': 24}"
PRD_2CE9CE72,Anesthesia Machine,Therapeutic,PLT_0051CB9D,Canada,"[{'material_id': 'MAT_967816F8', 'material_name': 'Nitrile Rubber', 'quantity_per_unit': 3.657, 'unit_of_measure': 'liters', 'cost_per_unit': 8.32}, {'material_id': 'MAT_B5D80630', 'material_name': 'Medical Grade Silicone', 'quantity_per_unit': 1.427, 'unit_of_measure': 'liters', 'cost_per_unit': 457.41}, {'material_id': 'MAT_64D1E275', 'material_name': 'PVC Medical Grade', 'quantity_per_unit': 7.149, 'unit_of_measure': 'meters', 'cost_per_unit': 68.18}, {'material_id': 'MAT_AB16F8C0', 'material_name': 'Polypropylene', 'quantity_per_unit': 1.921, 'unit_of_measure': 'liters', 'cost_per_unit': 44.1}, {'material_id': 'MAT_92813F53', 'material_name': 'Optical Fibers', 'quantity_per_unit': 4.965, 'unit_of_measure': 'pieces', 'cost_per_unit': 441.13}, {'material_id': 'MAT_A4B08C11', 'material_name': 'Optical Fibers', 'quantity_per_unit': 1.721, 'unit_of_measure': 'pieces', 'cost_per_unit': 220.92}, {'material_id': 'MAT_D23F6D6C', 'material_name': 'Ceramic Components', 'quantity_per_unit': 0.419, 'unit_of_measure': 'kg', 'cost_per_unit': 238.66}]",2310,997354,Class II,True,True,108,102.36,"{'length': 55, 'width': 122, 'height': 83}"
PRD_DC1AB789,Patient Monitor,Monitoring,PLT_545DB33B,Singapore,"[{'material_id': 'MAT_1E5F3E41', 'material_name': 'Copper Wire', 'quantity_per_unit': 6.45, 'unit_of_measure': 'kg', 'cost_per_unit': 317.93}, {'material_id': 'MAT_5D8DB786', 'material_name': 'Electronic Components', 'quantity_per_unit': 5.254, 'unit_of_measure': 'liters', 'cost_per_unit': 298.69}, {'material_id': 'MAT_23F6976C', 'material_name': 'Titanium Alloy', 'quantity_per_unit': 4.623, 'unit_of_measure': 'kg', 'cost_per_unit': 337.0}, {'material_id': 'MAT_34DE9A63', 'material_name': 'Active Pharmaceutical Ingredients', 'quantity_per_unit': 8.79, 'unit_of_measure': 'pieces', 'cost_per_unit': 398.98}, {'material_id': 'MAT_76753E2A', 'material_name': 'Glass Vials', 'quantity_per_unit': 5.235, 'unit_of_measure': 'liters', 'cost_per_unit': 224.81}, {'material_id': 'MAT_6445FF99', 'material_name': 'Electronic Components', 'quantity_per_unit': 9.84, 'unit_of_measure': 'kg', 'cost_per_unit': 183.21}, {'material_id': 'MAT_1FC07F8B', 'material_name': 'Optical Fibers', 'quantity_per_unit': 5.621, 'unit_of_measure': 'kg', 'cost_per_unit': 161.77}, {'material_id': 'MAT_716E9167', 'material_name': 'Circuit Boards', 'quantity_per_unit': 1.98, 'unit_of_measure': 'liters', 'cost_per_unit': 47.02}]",3360,928358,Class II,False,False,33,211.29,"{'length': 166, 'width': 23, 'height': 93}"
PRD_D3F676F6,Patient Monitor,Monitoring,PLT_01933692,Canada,"[{'material_id': 'MAT_6D8E6733', 'material_name': 'PEEK Polymer', 'quantity_per_unit': 1.871, 'unit_of_measure': 'pieces', 'cost_per_unit': 126.58}, {'material_id': 'MAT_333A71D8', 'material_name': 'Rare Earth Magnets', 'quantity_per_unit': 8.837, 'unit_of_measure': 'kg', 'cost_per_unit': 149.21}, {'material_id': 'MAT_53C6B315', 'material_name': 'Aluminum', 'quantity_per_unit': 2.576, 'unit_of_measure': 'pieces', 'cost_per_unit': 16.83}, {'material_id': 'MAT_D21EFEFD', 'material_name': 'Stainless Steel 316L', 'quantity_per_unit': 7.212, 'unit_of_measure': 'kg', 'cost_per_unit': 276.88}, {'material_id': 'MAT_7610EEC8', 'material_name': 'Lithium Batteries', 'quantity_per_unit': 1.003, 'unit_of_measure': 'liters', 'cost_per_unit': 355.84}, {'material_id': 'MAT_646E78D0', 'material_name': 'Polycarbonate Resin', 'quantity_per_unit': 6.377, 'unit_of_measure': 'kg', 'cost_per_unit': 472.62}, {'material_id': 'MAT_967816F8', 'material_name': 'Nitrile Rubber', 'quantity_per_unit': 5.286, 'unit_of_measure': 'liters', 'cost_per_unit': 8.32}, {'material_id': 'MAT_4491B839', 'material_name': 'Polycarbonate Resin', 'quantity_per_unit': 7.296, 'unit_of_measure': 'pieces', 'cost_per_unit': 268.1}, {'material_id': 'MAT_6445FF99', 'material_name': 'Electronic Components', 'quantity_per_unit': 3.849, 'unit_of_measure': 'liters', 'cost_per_unit': 183.21}, {'material_id': 'MAT_321F2C87', 'material_name': 'Copper Wire', 'quantity_per_unit': 0.535, 'unit_of_measure': 'pieces', 'cost_per_unit': 156.94}, {'material_id': 'MAT_105587D0', 'material_name': 'Pharmaceutical Excipients', 'quantity_per_unit': 9.131, 'unit_of_measure': 'pieces', 'cost_per_unit': 328.97}, {'material_id': 'MAT_8F18F31B', 'material_name': 'Optical Fibers', 'quantity_per_unit': 1.705, 'unit_of_measure': 'pieces', 'cost_per_unit': 186.24}, {'material_id': 'MAT_C31580E4', 'material_name': 'Medical Grade Silicone', 'quantity_per_unit': 1.871, 'unit_of_measure': 'kg', 'cost_per_unit': 159.71}]",3537,324026,Class II,False,False,92,90.43,"{'length': 43, 'width': 61, 'height': 5}"
PRD_1A437F05,ECG Machine,Monitoring,PLT_91CBB693,Israel,"[{'material_id': 'MAT_9FC44B01', 'material_name': 'Lithium Batteries', 'quantity_per_unit': 2.523, 'unit_of_measure': 'meters', 'cost_per_unit': 459.42}, {'material_id': 'MAT_B0142991', 'material_name': 'Optical Fibers', 'quantity_per_unit': 6.236, 'unit_of_measure': 'pieces', 'cost_per_unit': 394.26}, {'material_id': 'MAT_2C61E357', 'material_name': 'Medical Grade Silicone', 'quantity_per_unit': 0.584, 'unit_of_measure': 'pieces', 'cost_per_unit': 313.18}, {'material_id': 'MAT_6B3BA556', 'material_name': 'Ceramic Components', 'quantity_per_unit': 0.645, 'unit_of_measure': 'meters', 'cost_per_unit': 347.95}, {'material_id': 'MAT_AD1F96C4', 'material_name': 'Polypropylene', 'quantity_per_unit': 0.464, 'unit_of_measure': 'kg', 'cost_per_unit': 45.26}, {'material_id': 'MAT_28160D04', 'material_name': 'Polypropylene', 'quantity_per_unit': 6.703, 'unit_of_measure': 'meters', 'cost_per_unit': 77.53}, {'material_id': 'MAT_A72708C8', 'material_name': 'Rare Earth Magnets', 'quantity_per_unit': 3.378, 'unit_of_measure': 'kg', 'cost_per_unit': 432.71}, {'material_id': 'MAT_8C9FF9C9', 'material_name': 'Aluminum', 'quantity_per_unit': 0.585, 'unit_of_measure': 'liters', 'cost_per_unit': 255.65}, {'material_id': 'MAT_321F2C87', 'material_name': 'Copper Wire', 'quantity_per_unit': 9.938, 'unit_of_measure': 'pieces', 'cost_per_unit': 156.94}, {'material_id': 'MAT_A14A6D0A', 'material_name': 'Aluminum', 'quantity_per_unit': 6.754, 'unit_of_measure': 'pieces', 'cost_per_unit': 208.11}, {'material_id': 'MAT_F36270DD', 'material_name': 'Stainless Steel 316L', 'quantity_per_unit': 9.666, 'unit_of_measure': 'meters', 'cost_per_unit': 156.8}, {'material_id': 'MAT_8F18F31B', 'material_name': 'Optical Fibers', 'quantity_per_unit': 9.322, 'unit_of_measure': 'kg', 'cost_per_unit': 186.24}]",2551,339503,Class II,False,True,109,213.72,"{'length': 150, 'width': 26, 'height': 42}"
PRD_84D7A327,ECG Machine,Monitoring,PLT_92234598,Indonesia,"[{'material_id': 'MAT_4491B839', 'material_name': 'Polycarbonate Resin', 'quantity_per_unit': 4.888, 'unit_of_measure': 'meters', 'cost_per_unit': 268.1}, {'material_id': 'MAT_DC1112C9', 'material_name': 'Polycarbonate Resin', 'quantity_per_unit': 4.328, 'unit_of_measure': 'meters', 'cost_per_unit': 34.45}, {'material_id': 'MAT_0EDCA270', 'material_name': 'PVC Medical Grade', 'quantity_per_unit': 2.671, 'unit_of_measure': 'meters', 'cost_per_unit': 167.7}, {'material_id': 'MAT_EA7BCA9A', 'material_name': 'Pharmaceutical Excipients', 'quantity_per_unit': 9.278, 'unit_of_measure': 'liters', 'cost_per_unit': 53.42}, {'material_id': 'MAT_716E9167', 'material_name': 'Circuit Boards', 'quantity_per_unit': 5.245, 'unit_of_measure': 'liters', 'cost_per_unit': 47.02}, {'material_id': 'MAT_321F2C87', 'material_name': 'Copper Wire', 'quantity_per_unit': 4.976, 'unit_of_measure': 'pieces', 'cost_per_unit': 156.94}, {'material_id': 'MAT_A4B08C11', 'material_name': 'Optical Fibers', 'quantity_per_unit': 8.848, 'unit_of_measure': 'pieces', 'cost_per_unit': 220.92}, {'material_id': 'MAT_1AD425E5', 'material_name': 'Polyethylene', 'quantity_per_unit': 7.115, 'unit_of_measure': 'pieces', 'cost_per_unit': 317.24}, {'material_id': 'MAT_1FC07F8B', 'material_name': 'Optical Fibers', 'quantity_per_unit': 0.116, 'unit_of_measure': 'kg', 'cost_per_unit': 161.77}, {'material_id': 'MAT_54A83A41', 'material_name': 'Titanium Alloy', 'quantity_per_unit': 4.702, 'unit_of_measure': 'kg', 'cost_per_unit': 481.06}, {'material_id': 'MAT_D5F932C4', 'material_name': 'Polycarbonate Resin', 'quantity_per_unit': 7.401, 'unit_of_measure': 'pieces', 'cost_per_unit': 360.3}, {'material_id': 'MAT_D21EFEFD', 'material_name': 'Stainless Steel 316L', 'quantity_per_unit': 8.016, 'unit_of_measure': 'liters', 'cost_per_unit': 276.88}]",3491,48702,Class II,False,True,13,320.35,"{'length': 186, 'width': 82, 'height': 37}"
PRD_B5E68CEC,ECG Machine,Monitoring,PLT_01933692,Canada,"[{'material_id': 'MAT_F6AD1147', 'material_name': 'Glass Vials', 'quantity_per_unit': 1.227, 'unit_of_measure': 'meters', 'cost_per_unit': 70.02}, {'material_id': 'MAT_9AEEC909', 'material_name': 'Glass Vials', 'quantity_per_unit': 3.479, 'unit_of_measure': 'kg', 'cost_per_unit': 471.52}, {'material_id': 'MAT_7610EEC8', 'material_name': 'Lithium Batteries', 'quantity_per_unit': 8.337, 'unit_of_measure': 'pieces', 'cost_per_unit': 355.84}, {'material_id': 'MAT_A4B08C11', 'material_name': 'Optical Fibers', 'quantity_per_unit': 3.372, 'unit_of_measure': 'meters', 'cost_per_unit': 220.92}, {'material_id': 'MAT_105587D0', 'material_name': 'Pharmaceutical Excipients', 'quantity_per_unit': 9.231, 'unit_of_measure': 'liters', 'cost_per_unit': 328.97}, {'material_id': 'MAT_2C61E357', 'material_name': 'Medical Grade Silicone', 'quantity_per_unit': 9.17, 'unit_of_measure': 'kg', 'cost_per_unit': 313.18}]",1212,505884,Class I,False,False,71,392.02,"{'length': 115, 'width': 24, 'height': 71}"
